ID,Assembly,TrackClass,TrackType,CellClass,CellType,Description,ProcessingLogs,Title,MetaData
SRX100419,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"73273067,80.5,14.9,15312",GSM803374: HudsonAlpha ChipSeq T-47D ERalpha a Genistein 100nM v041610.2,"source_name=T-47D	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from a mammary ductal carcinoma.	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 100 nM Genistein (Myers)	controlid=SL1216,SL1490	labexpid=SL1218,SL1492	labversion=Genestein 100nM treatment	replicate=1,2	softwareversion=MACS	antibody vendorid=sc-543	treatment=Genistein_100nM	treatment description=1 h with 100 nM Genistein (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1216	labexpid=SL1218	labversion=Genestein 100nM treatment	replicate=1	replicate description=tier 1"
SRX100466,hg38,TFs and others,ESR1,Uterus,ECC-1,Primary Tissue=Uterus|Tissue Diagnosis=Adenocarcinoma,"46468633,61.4,6.7,2784",GSM803421: HudsonAlpha ChipSeq ECC-1 ERalpha a DMSO 0.02pct v041610.2,"source_name=ECC-1	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from an endometrium adenocarcinoma, fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes	cell lineage=endoderm	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 0.02% Dimethyl sufloxide (DMSO) (Myers)	controlid=SL1092,SL1034	labexpid=SL1092,SL1034	replicate=1,2	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotech	antibody vendorid=sc-543	treatment=DMSO_0.02pct	treatment description=1 h with 0.02% DMSO (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1034	labexpid=SL1034	replicate=1	replicate description=tier 1"
SRX100467,hg38,TFs and others,ESR1,Uterus,ECC-1,Primary Tissue=Uterus|Tissue Diagnosis=Adenocarcinoma,"40752127,74.5,7.3,19530",GSM803422: HudsonAlpha ChipSeq ECC-1 ERalpha a Estradiol 10nM v041610.2,"source_name=ECC-1	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from an endometrium adenocarcinoma, fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes	cell lineage=endoderm	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 10 nM Estradiol (Myers)	controlid=SL1092,SL1034	labexpid=SL1093,SL1011	replicate=1,2	softwareversion=MACS	antibody vendorname=Santa Cruz Biotech	antibody vendorid=sc-543	treatment=Estradiol_10nM	treatment description=1 h with 10 nM Estradiol (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1034	labexpid=SL1011	replicate=1	replicate description=tier 1"
SRX100564,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"41707848,80.4,7.0,3476",GSM803519: HudsonAlpha ChipSeq T-47D ERalpha a DMSO 0.02pct v041610.2,"source_name=T-47D	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from a mammary ductal carcinoma.	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 0.02% Dimethyl sufloxide (DMSO) (Myers)	controlid=SL1216,SL1490	labexpid=SL1216,SL1490	replicate=1,2	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotech	antibody vendorid=sc-543	treatment=DMSO_0.02pct	treatment description=1 h with 0.02% DMSO (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1216	labexpid=SL1216	replicate=1	replicate description=tier 1"
SRX100584,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"54137947,74.4,10.6,17652",GSM803539: HudsonAlpha ChipSeq T-47D ERalpha a Estradiol 10nM v041610.2,"source_name=T-47D	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from a mammary ductal carcinoma.	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 10 nM Estradiol (Myers)	controlid=SL1216,SL1490	labexpid=SL1217,SL1491	replicate=1,2	softwareversion=MACS	antibody vendorname=Santa Cruz Biotech	antibody vendorid=sc-543	treatment=Estradiol_10nM	treatment description=1 h with 10 nM Estradiol (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1216	labexpid=SL1217	replicate=1	replicate description=tier 1"
SRX100586,hg38,TFs and others,ESR1,Uterus,ECC-1,Primary Tissue=Uterus|Tissue Diagnosis=Adenocarcinoma,"31219549,83.1,13.9,14846",GSM803541: HudsonAlpha ChipSeq ECC-1 ERalpha a Genistein 100nM v041610.2,"source_name=ECC-1	biomaterial_provider=ATCC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	cell description=epithelial cell line derived from an endometrium adenocarcinoma, fetal membranes were collected from women who underwent planned cesarean delivery at term, before labor and without rupture of membranes	cell lineage=endoderm	antibody antibodydescription=Rabbit affinity purified polyclonal antibody. Epitope is the C-terminus of human estrogen receptor alpha (ESR1). Recommended for detection of estrogen receptor of m, r and h origin by WB, IP, IF, IHC(P) and ELISA. Antibody Target: ESR1	antibody targetdescription=This gene encodes an estrogen receptor, a ligand-activated transcription factor composed of several domains important for hormone binding, DNA binding, and activation of transcription. The protein localizes to the nucleus where it may form a homodimer or a heterodimer with estrogen receptor 2. Estrogen and its receptors are essential for sexual development and reproductive function, but also play a role in other tissues such as bone. Estrogen receptors are also involved in pathological processes including breast cancer, endometrial cancer, and osteoporosis. Alternative splicing results in several transcript variants, which differ in their 5-prime UTRs and use different promoters. (provided by RefSeq)	antibody vendorname=Santa Cruz Biotechnology	antibody vendorid=sc-543	treatment description=1 h with 100 nM Genistein (Myers)	controlid=SL1092,SL1034	labexpid=SL1049,SL1122	replicate=1,2	softwareversion=MACS	antibody vendorname=Santa Cruz Biotech	antibody vendorid=sc-543	treatment=Genistein_100nM	treatment description=1 h with 100 nM Genistein (Myers)	protocol=v041610.2	protocol description=2x10^7 cells, fragmentation by probe-in sonicator, one 15-cycle round of PCR (Myers)	controlid=SL1034	labexpid=SL1049	replicate=1	replicate description=tier 1"
SRX10119116,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"44861962,98.4,7.5,607",GSM5088813: ChIP JUN CRYBMIM rep1; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=CRYBMIM peptide	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX10119117,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"88572787,98.4,7.2,1246",GSM5088814: ChIP JUN CRYBMIM rep2; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=CRYBMIM peptide	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX10119118,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"35288496,98.7,6.1,494",GSM5088815: ChIP JUN CRYBMIM rep3; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=CRYBMIM peptide	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX10119119,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"34400168,98.5,6.9,667",GSM5088816: ChIP JUN PBS rep1; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=PBS control	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX10119120,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"38784905,98.4,7.7,715",GSM5088817: ChIP JUN PBS rep2; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=PBS control	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX10119121,hg38,TFs and others,JUN,Blood,MV-4-11,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"38175569,98.4,7.1,742",GSM5088818: ChIP JUN PBS rep3; Homo sapiens; ChIP-Seq,"source_name=MV411 cell line	cell line=MV411 leukemia cell line	treatment=PBS control	time=1 hr	chip antibody=Cell Signaling #9165 Anti-c-Jun, rabbit monoclonal, Clone 60A8"
SRX1012594,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"30153390,98.5,3.9,5150",GSM1669011: JC1553 T47D ER Full Media 3hr r1; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Full_Media_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Full_Media	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012595,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"25829577,98.7,2.9,2558",GSM1669012: JC1563 T47D ER Full Media 3hr r2; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Full_Media_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Full_Media	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012596,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"27921736,98.5,3.4,3169",GSM1669013: JC1573 T47D ER Full Media 3hr r3; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Full_Media_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Full_Media	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012597,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"26873885,98.5,4.2,11740",GSM1669014: JC1554 T47D ER Progesterone 3hr r1; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Progesterone_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Progesterone	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012598,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"30891060,98.5,3.6,12138",GSM1669015: JC1564 T47D ER Progesterone 3hr r2; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Progesterone_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Progesterone	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012599,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"29463703,98.9,2.9,8580",GSM1669016: JC1574 T47D ER Progesterone 3hr r3; Homo sapiens; ChIP-Seq,source_name=T47D_ER_Progesterone_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Progesterone	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012600,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"23288753,98.7,3.4,7439",GSM1669017: JC1555 T47D ER R5020 3hr r1; Homo sapiens; ChIP-Seq,source_name=T47D_ER_R5020_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=R5020	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012601,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"29647996,98.4,2.7,7292",GSM1669018: JC1565 T47D ER R5020 3hr r2; Homo sapiens; ChIP-Seq,source_name=T47D_ER_R5020_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=R5020	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012602,hg38,TFs and others,ESR1,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"22249668,98.4,2.8,8369",GSM1669019: JC1575 T47D ER R5020 3hr r3; Homo sapiens; ChIP-Seq,source_name=T47D_ER_R5020_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=R5020	chip antibody=ERa Antibody (HC-20)	chip antibody vendor=Santa Cruz
SRX1012615,hg38,TFs and others,PGR,Breast,T-47D,Primary Tissue=Breast|Tissue Diagnosis=Adenocarcinoma Ductal,"28806441,98.3,3.3,790",GSM1669032: JC1556 T47D PR Full Media 3hr r1; Homo sapiens; ChIP-Seq,source_name=T47D_PR_Full_Media_3hr	cell line=T47D	cell type=ER+ breast cancer cell line	condition=Full_Media	chip antibody=PR Antibody (H-190)	chip antibody vendor=Santa Cruz
